Date,Hs,P,W
"2012-8-7-3",1.0652,101750.0000,4.8000
"2012-8-7-4",1.1430,101700.0000,5.6000
"2012-8-7-5",1.0939,101640.0000,4.7000
"2012-8-7-6",1.0761,101610.0000,4.3000
"2012-8-7-7",1.1364,101590.0000,4.4000
"2012-8-7-8",1.1037,101590.0000,4.6000
"2012-8-7-9",1.0882,101610.0000,4.8000
"2012-8-7-10",1.0786,101660.0000,4.2000
"2012-8-7-11",1.0274,101700.0000,5.7000
"2012-8-7-12",1.1140,101720.0000,1.9000
"2012-8-7-13",1.0376,101730.0000,5.2000
"2012-8-7-14",1.0180,101760.0000,4.7000
"2012-8-7-15",1.0043,101740.0000,4.9000
"2012-8-7-16",1.1061,101720.0000,4.8000
"2012-8-7-17",0.9973,101690.0000,5.2000
"2012-8-7-18",1.0760,101660.0000,4.9000
"2012-8-7-19",1.0948,101620.0000,5.4000
"2012-8-7-20",0.9831,101590.0000,5.5000
"2012-8-7-21",1.1427,101620.0000,5.4000
"2012-8-7-22",1.0352,101650.0000,5.1000
"2012-8-7-23",0.9762,101700.0000,5.1000
"2012-8-8-0",1.0800,101750.0000,5.9000
"2012-8-8-1",1.1042,101790.0000,5.3000
"2012-8-8-2",1.0734,101810.0000,4.1000
"2012-8-8-3",1.0602,101780.0000,5.1000
"2012-8-8-4",1.0965,101740.0000,3.9000
"2012-8-8-5",1.1114,101690.0000,5.1000
"2012-8-8-6",1.1162,101660.0000,5.8000
"2012-8-8-7",1.1091,101650.0000,4.8000
"2012-8-8-8",1.1739,101660.0000,4.6000
"2012-8-8-9",1.1021,101680.0000,4.6000
"2012-8-8-10",1.1724,101720.0000,4.9000
"2012-8-8-11",1.0729,101760.0000,5.0000
"2012-8-8-12",1.1399,101790.0000,4.5000
"2012-8-8-13",1.0707,101820.0000,5.1000
"2012-8-8-14",1.0980,101820.0000,5.9000
"2012-8-8-15",1.1009,101850.0000,5.5000
"2012-8-8-16",1.1258,101850.0000,6.0000
"2012-8-8-17",1.1533,101810.0000,5.5000
"2012-8-8-18",1.1510,101790.0000,4.5000
"2012-8-8-19",1.1927,101730.0000,3.9000
"2012-8-8-20",1.1766,101720.0000,5.0000
"2012-8-8-21",1.1191,101730.0000,5.2000
"2012-8-8-22",1.1377,101770.0000,5.5000
"2012-8-8-23",1.0885,101790.0000,5.0000
"2012-8-9-0",1.1289,101840.0000,5.3000
"2012-8-9-1",1.0983,101880.0000,5.7000
"2012-8-9-2",1.0956,101880.0000,5.0000
"2012-8-9-3",1.1721,101850.0000,4.4000
"2012-8-9-4",1.2028,101770.0000,4.6000
"2012-8-9-5",1.1760,101700.0000,6.3000
"2012-8-9-6",1.1784,101670.0000,6.5000
"2012-8-9-7",1.3010,101690.0000,7.5000
"2012-8-9-8",1.2701,101670.0000,7.1000
"2012-8-9-9",1.3527,101690.0000,6.8000
"2012-8-9-10",1.3219,101740.0000,6.7000
"2012-8-9-11",1.3265,101800.0000,7.6000
"2012-8-9-12",1.3769,101820.0000,8.1000
"2012-8-9-13",1.4226,101810.0000,8.4000
"2012-8-9-14",1.4980,101820.0000,7.9000
"2012-8-9-15",1.5363,101800.0000,7.2000
"2012-8-9-16",1.6120,101790.0000,7.2000
"2012-8-9-17",1.5620,101740.0000,7.4000
"2012-8-9-18",1.5715,101710.0000,8.0000
"2012-8-9-19",1.6170,101680.0000,8.1000
"2012-8-9-20",1.5919,101650.0000,6.1000
"2012-8-9-21",1.6901,101650.0000,6.2000
"2012-8-9-22",1.6493,101640.0000,6.7000
"2012-8-9-23",1.6403,101670.0000,7.3000
"2012-8-10-0",1.5542,101690.0000,6.5000
"2012-8-10-1",1.6130,101730.0000,6.7000
"2012-8-10-2",1.6345,101760.0000,7.2000
"2012-8-10-3",1.6105,101710.0000,6.5000
"2012-8-10-4",1.4325,101590.0000,7.3000
"2012-8-10-5",1.8601,101500.0000,6.9000
"2012-8-10-6",1.7357,101460.0000,7.1000
"2012-8-10-7",1.6813,101460.0000,7.2000
"2012-8-10-8",1.7669,101510.0000,7.1000
"2012-8-10-9",1.7799,101570.0000,6.0000
"2012-8-10-10",1.9685,101630.0000,4.7000
"2012-8-10-11",1.8928,101700.0000,5.0000
"2012-8-10-12",2.0466,101760.0000,5.0000
"2012-8-10-13",1.9633,101750.0000,6.2000
"2012-8-10-14",1.8627,101740.0000,5.8000
"2012-8-10-15",1.8831,101790.0000,5.3000
"2012-8-10-16",1.8799,101770.0000,6.5000
"2012-8-10-17",1.8614,101740.0000,7.3000
"2012-8-10-18",1.8372,101720.0000,4.5000
"2012-8-10-19",1.7986,101730.0000,5.1000
"2012-8-10-20",1.6589,101730.0000,5.0000
"2012-8-10-21",1.8451,101740.0000,4.4000
"2012-8-10-22",1.7083,101770.0000,4.8000
"2012-8-10-23",1.6829,101790.0000,5.0000
"2012-8-11-0",1.7501,101830.0000,5.5000
"2012-8-11-1",1.6699,101850.0000,5.5000
"2012-8-11-2",1.6891,101840.0000,5.8000
"2012-8-11-3",1.6115,101810.0000,5.8000
"2012-8-11-4",1.5697,101770.0000,5.5000
"2012-8-11-5",1.5817,101780.0000,4.8000
"2012-8-11-6",1.3234,101750.0000,5.3000
"2012-8-11-7",1.4750,101750.0000,5.1000
"2012-8-11-8",1.4161,101770.0000,5.3000
"2012-8-11-9",1.5293,101780.0000,5.2000
"2012-8-11-10",1.4179,101840.0000,5.2000
"2012-8-11-11",1.4720,101880.0000,4.5000
"2012-8-11-12",1.3978,101940.0000,5.4000
"2012-8-11-13",1.4228,101940.0000,5.2000
"2012-8-11-14",1.4840,101940.0000,6.1000
"2012-8-11-15",1.3992,101920.0000,6.5000
"2012-8-11-16",1.4234,101880.0000,5.5000
"2012-8-11-17",1.2827,101870.0000,4.9000
"2012-8-11-18",1.3487,101830.0000,3.5000
"2012-8-11-19",1.4414,101800.0000,4.5000
"2012-8-11-20",1.3471,101840.0000,4.1000
"2012-8-11-21",1.2879,101840.0000,4.8000
"2012-8-11-22",1.2850,101890.0000,4.5000
"2012-8-11-23",1.3797,101920.0000,4.6000
"2012-8-12-0",1.3833,101960.0000,3.9000
"2012-8-12-1",1.2611,101980.0000,4.0000
"2012-8-12-2",1.2463,101970.0000,4.9000
"2012-8-12-3",1.1695,101970.0000,5.1000
"2012-8-12-4",1.1484,101920.0000,4.4000
"2012-8-12-5",1.2929,101890.0000,5.3000
"2012-8-12-6",1.1920,101870.0000,5.7000
"2012-8-12-7",1.3016,101880.0000,4.7000
"2012-8-12-8",1.3438,101900.0000,5.1000
"2012-8-12-9",1.4024,101900.0000,5.3000
"2012-8-12-10",1.3642,101910.0000,5.4000
"2012-8-12-11",1.2940,101920.0000,5.5000
"2012-8-12-12",1.3726,101950.0000,5.7000
"2012-8-12-13",1.3071,101970.0000,5.9000
"2012-8-12-14",1.3978,101970.0000,5.0000
"2012-8-12-15",1.4042,101970.0000,4.9000
"2012-8-12-16",1.3692,101950.0000,4.5000
"2012-8-12-17",1.2824,101870.0000,5.7000
"2012-8-12-18",1.3727,101830.0000,5.6000
"2012-8-12-19",1.2643,101790.0000,6.0000
"2012-8-12-20",1.2695,101770.0000,5.7000
"2012-8-12-21",1.4173,101790.0000,5.8000
"2012-8-12-22",1.3527,101840.0000,6.1000
"2012-8-12-23",1.3947,101880.0000,5.6000
"2012-8-13-0",1.2217,101930.0000,4.7000
"2012-8-13-1",1.5465,101950.0000,4.5000
"2012-8-13-2",1.3007,101930.0000,4.0000
"2012-8-13-3",1.3444,101920.0000,3.7000
"2012-8-13-4",1.3756,101890.0000,3.8000
"2012-8-13-5",1.3305,101840.0000,3.5000
"2012-8-13-6",1.3940,101810.0000,3.1000
"2012-8-13-7",1.4577,101780.0000,3.3000
"2012-8-13-8",1.3446,101820.0000,2.7000
"2012-8-13-9",1.4723,101850.0000,2.4000
"2012-8-13-10",1.4567,101920.0000,4.4000
"2012-8-13-11",1.5650,101970.0000,4.2000
"2012-8-13-12",1.6043,101990.0000,3.5000
"2012-8-13-13",1.4791,101980.0000,3.4000
"2012-8-13-14",1.7051,101970.0000,4.5000
"2012-8-13-15",1.5831,101970.0000,4.6000
"2012-8-13-16",1.6277,101940.0000,4.4000
"2012-8-13-17",1.5907,101890.0000,4.5000
"2012-8-13-18",1.6189,101830.0000,3.8000
"2012-8-13-19",1.7547,101800.0000,4.1000
"2012-8-13-20",1.7981,101770.0000,4.0000
"2012-8-13-21",1.6665,101790.0000,3.7000
"2012-8-13-22",1.4683,101800.0000,4.3000
"2012-8-13-23",1.6489,101830.0000,4.0000
"2012-8-14-0",1.6272,101910.0000,3.7000
"2012-8-14-1",1.4495,101970.0000,3.6000
"2012-8-14-2",1.4253,101990.0000,3.2000
"2012-8-14-3",1.5032,101970.0000,3.1000
"2012-8-14-4",1.3988,101920.0000,2.9000
"2012-8-14-5",1.3677,101880.0000,3.0000
"2012-8-14-6",1.3496,101840.0000,2.4000
"2012-8-14-7",1.5224,101820.0000,3.0000
"2012-8-14-8",1.3061,101820.0000,3.4000
"2012-8-14-9",1.2972,101830.0000,3.1000
"2012-8-14-10",1.4291,101850.0000,3.6000
"2012-8-14-11",1.2399,101870.0000,3.9000
"2012-8-14-12",1.1906,101890.0000,4.2000
"2012-8-14-13",1.2575,101910.0000,4.4000
"2012-8-14-14",1.2078,101920.0000,4.3000
"2012-8-14-15",1.1990,101910.0000,4.2000
"2012-8-14-16",1.1272,101900.0000,3.2000
"2012-8-14-17",1.1267,101860.0000,3.6000
"2012-8-14-18",1.0280,101800.0000,3.1000
"2012-8-14-19",1.1776,101750.0000,2.1000
"2012-8-14-20",1.0949,101740.0000,2.3000
"2012-8-14-21",1.0920,101740.0000,2.3000
"2012-8-14-22",1.0739,101740.0000,2.8000
"2012-8-14-23",1.1091,101800.0000,2.7000
"2012-8-15-0",1.0158,101860.0000,2.7000
"2012-8-15-1",1.0367,101920.0000,3.2000
"2012-8-15-2",1.0173,101930.0000,3.2000
"2012-8-15-3",1.0550,101940.0000,3.4000
"2012-8-15-4",0.9493,101910.0000,3.6000
"2012-8-15-5",0.9937,101870.0000,2.8000
"2012-8-15-6",0.8937,101830.0000,2.4000
"2012-8-15-7",0.9714,101780.0000,1.5000
"2012-8-15-8",1.0551,101790.0000,1.5000
"2012-8-15-9",0.9541,101810.0000,1.6000
"2012-8-15-10",0.9683,101860.0000,2.3000
"2012-8-15-11",0.9097,101870.0000,1.7000
"2012-8-15-12",1.0723,101910.0000,2.0000
"2012-8-15-13",0.9598,101930.0000,2.5000
"2012-8-15-14",0.9367,101930.0000,2.2000
"2012-8-15-15",0.9723,101890.0000,2.7000
"2012-8-15-16",0.9901,101900.0000,2.8000
"2012-8-15-17",0.9463,101870.0000,2.5000
"2012-8-15-18",0.9613,101850.0000,3.4000
"2012-8-15-19",0.9693,101810.0000,0.7000
"2012-8-15-20",0.9745,101790.0000,3.9000
"2012-8-15-21",0.9599,101780.0000,2.7000
"2012-8-15-22",0.9986,101770.0000,2.3000
"2012-8-15-23",1.0024,101850.0000,2.3000
"2012-8-16-0",0.9183,101880.0000,2.6000
"2012-8-16-1",0.9106,101930.0000,3.4000
"2012-8-16-2",0.9149,101940.0000,3.2000
"2012-8-16-3",0.9712,101910.0000,3.1000
"2012-8-16-4",0.8943,101850.0000,2.4000
"2012-8-16-5",0.9221,101750.0000,3.4000
"2012-8-16-6",1.0014,101710.0000,3.7000
"2012-8-16-7",0.9540,101690.0000,4.0000
"2012-8-16-8",0.9238,101690.0000,3.7000
"2012-8-16-9",0.8994,101780.0000,3.2000
"2012-8-16-10",0.9452,101840.0000,3.2000
"2012-8-16-11",0.9636,101880.0000,2.5000
"2012-8-16-12",0.8477,101910.0000,2.6000
"2012-8-16-13",0.9364,101940.0000,2.6000
"2012-8-16-14",0.9227,101970.0000,2.2000
"2012-8-16-15",0.9203,101970.0000,2.4000
"2012-8-16-16",0.9666,101960.0000,1.6000
"2012-8-16-17",0.9120,101910.0000,1.1000
"2012-8-16-18",0.9811,101880.0000,1.5000
"2012-8-16-19",0.9680,101840.0000,5.5000
"2012-8-16-20",0.9600,101820.0000,1.5000
"2012-8-16-21",0.9512,101820.0000,2.3000
"2012-8-16-22",0.9761,101820.0000,3.6000
"2012-8-16-23",0.9595,101860.0000,4.1000
"2012-8-17-0",1.1057,101910.0000,3.8000
"2012-8-17-1",1.0072,101960.0000,4.5000
"2012-8-17-2",1.0589,101970.0000,4.5000
"2012-8-17-3",1.0873,101940.0000,4.3000
"2012-8-17-4",0.9560,101860.0000,3.9000
"2012-8-17-5",1.0191,101790.0000,4.5000
"2012-8-17-6",1.0169,101710.0000,4.8000
"2012-8-17-7",1.0747,101670.0000,5.5000
"2012-8-17-8",1.0798,101700.0000,4.8000
"2012-8-17-9",1.1781,101730.0000,5.1000
"2012-8-17-10",1.0645,101800.0000,4.3000
"2012-8-17-11",1.1516,101870.0000,3.7000
"2012-8-17-12",1.1182,101900.0000,4.4000
"2012-8-17-13",1.1199,101930.0000,3.8000
"2012-8-17-14",1.0329,101930.0000,4.1000
"2012-8-17-15",1.0765,101910.0000,3.8000
"2012-8-17-16",1.1347,101910.0000,3.5000
"2012-8-17-17",1.0777,101860.0000,3.4000
"2012-8-17-18",1.1389,101800.0000,4.3000
"2012-8-17-19",1.1911,101760.0000,3.7000
"2012-8-17-20",1.1070,101700.0000,3.8000
"2012-8-17-21",1.1136,101710.0000,4.3000
"2012-8-17-22",1.0423,101720.0000,4.2000
"2012-8-17-23",1.0285,101750.0000,4.3000
"2012-8-18-0",1.0430,101790.0000,4.7000
"2012-8-18-1",0.9922,101840.0000,4.2000
"2012-8-18-2",1.1174,101850.0000,4.3000
"2012-8-18-3",1.0486,101850.0000,3.6000
"2012-8-18-4",1.0181,101860.0000,3.8000
"2012-8-18-5",0.9682,101800.0000,3.4000
"2012-8-18-6",1.0052,101750.0000,4.6000
"2012-8-18-7",1.0025,101740.0000,5.6000
"2012-8-18-8",1.0111,101740.0000,5.2000
"2012-8-18-9",1.0145,101760.0000,4.6000
"2012-8-18-10",1.0215,101810.0000,4.4000
"2012-8-18-11",1.0753,101870.0000,4.5000
"2012-8-18-12",0.9737,101880.0000,4.0000
"2012-8-18-13",1.0218,101870.0000,5.2000
"2012-8-18-14",1.0643,101910.0000,5.2000
"2012-8-18-15",1.0738,101890.0000,4.9000
"2012-8-18-16",1.0791,101870.0000,6.1000
"2012-8-18-17",1.1652,101780.0000,5.5000
"2012-8-18-18",1.2158,101710.0000,5.7000
"2012-8-18-19",1.1422,101710.0000,4.4000
"2012-8-18-20",1.1506,101710.0000,4.9000
"2012-8-18-21",1.2291,101720.0000,4.7000
"2012-8-18-22",1.1567,101730.0000,5.0000
"2012-8-18-23",1.1756,101800.0000,4.8000
"2012-8-19-0",1.2099,101850.0000,4.6000
"2012-8-19-1",1.2983,101920.0000,5.0000
"2012-8-19-2",1.3029,101930.0000,5.0000
"2012-8-19-3",1.3789,101940.0000,5.9000
"2012-8-19-4",1.3742,101930.0000,5.2000
"2012-8-19-5",1.2939,101910.0000,5.1000
"2012-8-19-6",1.3041,101890.0000,4.3000
"2012-8-19-7",1.2125,101870.0000,4.5000
"2012-8-19-8",1.2959,101890.0000,4.1000
"2012-8-19-9",1.2326,101910.0000,4.8000
"2012-8-19-10",1.3647,101940.0000,5.1000
"2012-8-19-11",1.3543,101970.0000,5.1000
"2012-8-19-12",1.3601,101970.0000,6.1000
"2012-8-19-13",1.3730,101980.0000,5.6000
"2012-8-19-14",1.2170,102010.0000,5.4000
"2012-8-19-15",1.3231,101990.0000,5.3000
"2012-8-19-16",1.3741,101970.0000,5.8000
"2012-8-19-17",1.2482,101940.0000,5.4000
"2012-8-19-18",1.2642,101920.0000,4.6000
"2012-8-19-19",1.2093,101900.0000,4.1000
"2012-8-19-20",1.2336,101890.0000,4.6000
"2012-8-19-21",1.1577,101880.0000,4.8000
"2012-8-19-22",1.2669,101870.0000,5.3000
"2012-8-19-23",1.2052,101910.0000,5.3000
"2012-8-20-0",1.1797,101960.0000,5.1000
"2012-8-20-1",1.2049,102000.0000,5.6000
"2012-8-20-2",1.2607,102010.0000,5.8000
"2012-8-20-3",1.1896,101990.0000,5.2000
"2012-8-20-4",1.2411,101960.0000,4.9000
"2012-8-20-5",1.2059,101940.0000,5.3000
"2012-8-20-6",1.2631,101910.0000,6.3000
"2012-8-20-7",1.2594,101910.0000,4.9000
"2012-8-20-8",1.2322,101900.0000,4.9000
"2012-8-20-9",1.2428,101970.0000,4.9000
"2012-8-20-10",1.2230,102040.0000,3.7000
"2012-8-20-11",1.2517,102060.0000,4.2000
"2012-8-20-12",1.2109,102090.0000,4.5000
"2012-8-20-13",1.1735,102110.0000,5.2000
"2012-8-20-14",1.2355,102120.0000,4.8000
"2012-8-20-15",1.2019,102110.0000,4.9000
"2012-8-20-16",1.2381,102070.0000,5.0000
"2012-8-20-17",1.1340,102020.0000,5.3000
"2012-8-20-18",1.1007,101990.0000,4.9000
"2012-8-20-19",1.1578,101960.0000,3.7000
"2012-8-20-20",1.1404,101920.0000,4.5000
"2012-8-20-21",1.1268,101910.0000,4.5000
"2012-8-20-22",1.1632,101880.0000,5.0000
"2012-8-20-23",1.0863,101880.0000,5.2000
"2012-8-21-0",1.1385,101920.0000,5.4000
"2012-8-21-1",1.0456,101930.0000,6.4000
"2012-8-21-2",1.0636,101940.0000,6.0000
"2012-8-21-3",1.0765,101980.0000,5.9000
"2012-8-21-4",1.0713,101940.0000,5.2000
"2012-8-21-5",1.0209,101910.0000,5.4000
"2012-8-21-6",1.1532,101900.0000,5.8000
"2012-8-21-7",1.0994,101920.0000,5.3000
"2012-8-21-8",1.1773,101970.0000,5.6000
"2012-8-21-9",1.2598,102000.0000,5.0000
"2012-8-21-10",1.1613,102030.0000,5.0000
"2012-8-21-11",1.2540,102100.0000,3.8000
"2012-8-21-12",1.1616,102070.0000,4.7000
"2012-8-21-13",1.1292,102100.0000,5.1000
"2012-8-21-14",1.1805,102110.0000,5.1000
"2012-8-21-15",1.1358,102080.0000,5.2000
"2012-8-21-16",1.1538,102080.0000,5.8000
"2012-8-21-17",1.1335,102030.0000,6.2000
"2012-8-21-18",1.2178,101970.0000,6.2000
"2012-8-21-19",1.3292,101940.0000,6.8000
"2012-8-21-20",1.3474,101920.0000,6.5000
"2012-8-21-21",1.2972,101950.0000,5.7000
"2012-8-21-22",1.4210,101960.0000,5.9000
"2012-8-21-23",1.3758,101990.0000,6.9000
"2012-8-22-0",1.4605,102000.0000,7.4000
"2012-8-22-1",1.4427,101980.0000,8.1000
"2012-8-22-2",1.5314,101980.0000,7.6000
"2012-8-22-3",1.5261,101940.0000,7.0000
"2012-8-22-4",1.4748,101880.0000,7.2000
"2012-8-22-5",1.6688,101840.0000,6.9000
"2012-8-22-6",1.7323,101820.0000,7.1000
"2012-8-22-7",1.6394,101820.0000,6.4000
"2012-8-22-8",1.6733,101850.0000,5.6000
"2012-8-22-9",1.5934,101870.0000,4.7000
"2012-8-22-10",1.9317,101910.0000,6.6000
"2012-8-22-11",1.9565,101910.0000,6.8000
"2012-8-22-12",1.8963,101960.0000,7.3000
"2012-8-22-13",1.9555,101980.0000,6.7000
"2012-8-22-14",2.0116,101970.0000,8.3000
"2012-8-22-15",2.0429,101960.0000,6.9000
"2012-8-22-16",1.9671,101950.0000,5.8000
"2012-8-22-17",1.9834,101870.0000,7.1000
"2012-8-22-18",2.1712,101800.0000,7.6000
"2012-8-22-19",2.1530,101780.0000,7.5000
"2012-8-22-20",2.1136,101740.0000,8.1000
"2012-8-22-21",2.2509,101700.0000,8.2000
"2012-8-22-22",2.2513,101690.0000,8.5000
"2012-8-22-23",2.1306,101690.0000,7.5000
"2012-8-23-0",2.2016,101700.0000,7.7000
"2012-8-23-1",2.3121,101710.0000,8.2000
"2012-8-23-2",2.1001,101690.0000,8.4000
"2012-8-23-3",2.1326,101690.0000,8.8000
"2012-8-23-4",2.2769,101650.0000,8.3000
"2012-8-23-5",2.4529,101620.0000,8.1000
"2012-8-23-6",2.1721,101580.0000,7.5000
"2012-8-23-7",2.4260,101570.0000,7.8000
"2012-8-23-8",2.5565,101590.0000,8.3000
"2012-8-23-9",2.2935,101570.0000,8.8000
"2012-8-23-10",2.3303,101640.0000,8.8000
"2012-8-23-11",2.4200,101650.0000,8.4000
"2012-8-23-12",2.4881,101670.0000,8.7000
"2012-8-23-13",2.6091,101670.0000,9.6000
"2012-8-23-14",2.7263,101690.0000,8.5000
"2012-8-23-15",3.0838,101670.0000,9.1000
"2012-8-23-16",2.7475,101610.0000,8.4000
"2012-8-23-17",2.9941,101580.0000,9.9000
"2012-8-23-18",3.3059,101530.0000,9.6000
"2012-8-23-19",3.2835,101490.0000,9.8000
"2012-8-23-20",3.3152,101520.0000,9.7000
"2012-8-23-21",3.7973,101520.0000,9.9000
"2012-8-23-22",3.5724,101510.0000,10.1000
"2012-8-23-23",3.3417,101530.0000,10.6000
"2012-8-24-0",3.9627,101540.0000,9.9000
"2012-8-24-1",3.6145,101580.0000,10.3000
"2012-8-24-2",4.0243,101600.0000,10.4000
"2012-8-24-3",4.5645,101560.0000,10.7000
"2012-8-24-4",4.4237,101530.0000,9.4000
"2012-8-24-5",4.2853,101490.0000,10.3000
"2012-8-24-6",3.9723,101470.0000,10.4000
"2012-8-24-7",4.4572,101470.0000,10.4000
"2012-8-24-8",3.8238,101440.0000,8.5000
"2012-8-24-9",4.2818,101490.0000,7.6000
"2012-8-24-10",3.8795,101490.0000,9.5000
"2012-8-24-11",4.2139,101560.0000,8.3000
"2012-8-24-12",3.8700,101610.0000,9.4000
"2012-8-24-13",3.7723,101610.0000,8.6000
"2012-8-24-14",3.9272,101620.0000,7.3000
"2012-8-24-15",3.4084,101580.0000,9.2000
"2012-8-24-16",3.7057,101560.0000,9.6000
"2012-8-24-17",3.2050,101520.0000,8.5000
"2012-8-24-18",3.1793,101470.0000,8.3000
"2012-8-24-19",3.2917,101450.0000,7.6000
"2012-8-24-20",3.2898,101440.0000,8.1000
"2012-8-24-21",3.0630,101440.0000,8.1000
"2012-8-24-22",3.2550,101470.0000,7.6000
"2012-8-24-23",2.9479,101520.0000,7.6000
"2012-8-25-0",2.7705,101550.0000,7.2000
"2012-8-25-1",2.6205,101580.0000,7.5000
"2012-8-25-2",2.5993,101580.0000,7.5000
"2012-8-25-3",2.7067,101540.0000,6.4000
"2012-8-25-4",2.6762,101480.0000,6.8000
"2012-8-25-5",2.7668,101450.0000,7.4000
"2012-8-25-6",2.8177,101430.0000,7.3000
"2012-8-25-7",2.6082,101380.0000,5.9000
"2012-8-25-8",2.4982,101360.0000,7.3000
"2012-8-25-9",2.4206,101380.0000,6.5000
"2012-8-25-10",2.7421,101430.0000,6.0000
"2012-8-25-11",2.3497,101460.0000,6.2000
"2012-8-25-12",2.2127,101500.0000,5.9000
"2012-8-25-13",2.3995,101530.0000,6.2000
"2012-8-25-14",2.3872,101540.0000,5.4000
"2012-8-25-15",2.1075,101530.0000,5.3000
"2012-8-25-16",2.3486,101500.0000,4.7000
"2012-8-25-17",2.4139,101460.0000,5.2000
"2012-8-25-18",2.1565,101440.0000,5.1000
"2012-8-25-19",2.2495,101410.0000,5.6000
"2012-8-25-20",1.9499,101420.0000,5.6000
"2012-8-25-21",2.1281,101480.0000,4.9000
"2012-8-25-22",1.9720,101460.0000,4.5000
"2012-8-25-23",1.8481,101500.0000,4.3000
"2012-8-26-0",1.9408,101560.0000,4.2000
"2012-8-26-1",2.0404,101600.0000,4.6000
"2012-8-26-2",1.7198,101610.0000,5.2000
"2012-8-26-3",1.7184,101600.0000,4.8000
"2012-8-26-4",1.6945,101570.0000,5.6000
"2012-8-26-5",1.7060,101510.0000,4.8000
"2012-8-26-6",1.7311,101430.0000,4.8000
"2012-8-26-7",1.7729,101420.0000,5.0000
"2012-8-26-8",1.6735,101440.0000,5.2000
"2012-8-26-9",1.6433,101490.0000,4.8000
"2012-8-26-10",1.5511,101570.0000,5.0000
"2012-8-26-11",1.5105,101650.0000,4.6000
"2012-8-26-12",1.4952,101690.0000,5.1000
"2012-8-26-13",1.4922,101740.0000,5.2000
"2012-8-26-14",1.3718,101790.0000,4.9000
"2012-8-26-15",1.3396,101760.0000,3.9000
"2012-8-26-16",1.3408,101740.0000,4.2000
"2012-8-26-17",1.2917,101700.0000,4.0000
"2012-8-26-18",1.2289,101660.0000,3.2000
"2012-8-26-19",1.2125,101650.0000,3.4000
"2012-8-26-20",1.3491,101660.0000,4.1000
"2012-8-26-21",1.2673,101680.0000,4.3000
"2012-8-26-22",1.2700,101710.0000,3.4000
"2012-8-26-23",1.1316,101750.0000,3.2000
"2012-8-27-0",1.2878,101810.0000,3.9000
"2012-8-27-1",1.2210,101870.0000,3.8000
"2012-8-27-2",1.1666,101870.0000,3.4000
"2012-8-27-3",1.1849,101840.0000,4.9000
"2012-8-27-4",1.0955,101790.0000,3.3000
"2012-8-27-5",1.1579,101740.0000,3.8000
"2012-8-27-6",1.1529,101690.0000,6.3000
"2012-8-27-7",1.1959,101710.0000,3.8000
"2012-8-27-8",1.2487,101730.0000,3.8000
"2012-8-27-9",1.2762,101750.0000,4.0000
"2012-8-27-10",1.2909,101810.0000,3.9000
"2012-8-27-11",1.3253,101880.0000,4.0000
"2012-8-27-12",1.3019,101920.0000,5.4000
"2012-8-27-13",1.4117,101960.0000,5.0000
"2012-8-27-14",1.3329,102000.0000,3.8000
"2012-8-27-15",1.3415,101980.0000,2.9000
"2012-8-27-16",1.3817,101950.0000,3.5000
"2012-8-27-17",1.1883,101890.0000,6.0000
"2012-8-27-18",1.3534,101860.0000,3.4000
"2012-8-27-19",1.4525,101840.0000,2.5000
"2012-8-27-20",1.4179,101840.0000,5.2000
"2012-8-27-21",1.3349,101860.0000,1.8000
"2012-8-27-22",1.3683,101880.0000,1.6000
"2012-8-27-23",1.3219,101970.0000,2.8000
"2012-8-28-0",1.4767,102040.0000,6.7000
"2012-8-28-1",1.2287,102060.0000,2.1000
"2012-8-28-2",1.3444,102040.0000,2.6000
"2012-8-28-3",1.1905,101980.0000,4.1000
"2012-8-28-4",1.3447,101950.0000,4.5000
"2012-8-28-5",1.3506,101900.0000,5.1000
"2012-8-28-6",1.4333,101890.0000,4.4000
"2012-8-28-7",1.3219,101870.0000,4.7000
"2012-8-28-8",1.3545,101880.0000,4.2000
"2012-8-28-9",1.3193,101940.0000,3.6000
"2012-8-28-10",1.4268,101960.0000,4.0000
"2012-8-28-11",1.4177,101970.0000,4.6000
"2012-8-28-12",1.4144,102010.0000,4.2000
"2012-8-28-13",1.4602,102060.0000,4.8000
"2012-8-28-14",1.3863,102070.0000,4.5000
"2012-8-28-15",1.3395,102040.0000,5.0000
"2012-8-28-16",1.2318,102000.0000,4.8000
"2012-8-28-17",1.1668,101960.0000,4.7000
"2012-8-28-18",1.3306,101900.0000,3.8000
"2012-8-28-19",1.2456,101840.0000,4.0000
"2012-8-28-20",1.2349,101850.0000,3.4000
"2012-8-28-21",1.2158,101830.0000,3.5000
"2012-8-28-22",1.3280,101840.0000,3.8000
"2012-8-28-23",1.3007,101900.0000,4.0000
"2012-8-29-0",1.2132,101960.0000,3.7000
"2012-8-29-1",1.2033,101990.0000,3.4000
"2012-8-29-2",1.1604,101990.0000,3.1000
"2012-8-29-3",1.2023,101980.0000,2.4000
"2012-8-29-4",1.2095,101940.0000,2.4000
"2012-8-29-5",1.1500,101900.0000,2.8000
"2012-8-29-6",1.1351,101870.0000,2.9000
"2012-8-29-7",1.0742,101850.0000,2.3000
"2012-8-29-8",1.0302,101870.0000,1.4000
"2012-8-29-9",1.1021,101870.0000,1.7000
"2012-8-29-10",1.1297,101900.0000,2.5000
"2012-8-29-11",1.1656,101900.0000,3.3000
"2012-8-29-12",1.1015,101900.0000,3.9000
